LG,WR,LR,WF,FL,FU,BW,is_resonant,in_target_window,source
5.5,12.5,3.3,2.4,5.41,6.53,1.12,1,1,original
8.0,11.75,3.3,2.0,5.82,6.94,1.12,1,1,original
4.0,10.75,3.3,3.0,5.55,6.67,1.12,1,1,original
5.0,12.5,3.0,3.3,5.15,6.27,1.1199999999999992,1,1,original
7.5,12.5,3.0,3.3,5.72,6.83,1.1100000000000003,1,1,original
4.0,12.5,3.0,2.5,5.18,6.29,1.1100000000000003,1,1,original
5.0,12.0,3.0,4.3,5.13,6.24,1.1100000000000003,1,1,original
5.0,12.25,3.3,2.9,5.34,6.45,1.1100000000000003,1,1,original
6.5,12.25,3.3,2.1,5.6,6.71,1.1100000000000003,1,1,original
8.0,11.25,3.3,2.1,5.96,7.07,1.1100000000000003,1,1,original
8.0,11.0,3.3,2.8,6.43,7.54,1.1100000000000003,1,1,original
6.0,11.25,3.3,3.0,5.69,6.8,1.1099999999999994,1,1,original
5.0,12.25,3.3,3.0,5.28,6.39,1.1099999999999994,1,1,original
6.5,12.5,3.3,2.2,5.44,6.55,1.1099999999999994,1,1,original
4.5,12.5,3.0,3.1,5.23,6.34,1.1099999999999994,1,1,original
4.0,12.0,3.0,3.2,5.23,6.34,1.1099999999999994,1,1,original
4.0,12.0,3.0,2.8,5.36,6.47,1.1099999999999994,1,1,original
5.0,12.5,3.0,3.0,5.24,6.35,1.1099999999999994,1,1,original
8.0,11.75,3.3,2.1,5.81,6.91,1.1000000000000005,1,1,original
6.0,11.25,3.3,2.0,7.85,8.95,1.0999999999999996,1,1,original
4.5,12.5,3.0,2.5,5.36,6.46,1.0999999999999996,1,1,original
5.0,12.0,3.0,4.4,5.08,6.18,1.0999999999999996,1,1,original
5.5,12.75,3.3,2.9,5.2,6.3,1.0999999999999996,1,1,original
7.0,10.5,3.3,2.2,7.1,8.2,1.0999999999999996,1,1,original
4.5,11.0,3.3,2.9,5.65,6.75,1.0999999999999996,1,1,original
5.5,10.75,3.3,2.9,5.91,7.01,1.0999999999999996,1,1,original
4.5,10.75,3.3,2.9,5.75,6.85,1.0999999999999996,1,1,original
8.5,10.75,3.3,2.5,6.23,7.33,1.0999999999999996,1,1,original
4.0,11.5,3.3,2.9,5.39,6.48,1.0900000000000007,1,1,original
4.0,12.0,3.3,3.4,5.2,6.29,1.0899999999999999,1,1,original
6.0,12.0,3.0,2.3,6.86,7.95,1.0899999999999999,1,1,original
4.5,12.0,3.0,4.0,5.11,6.2,1.0899999999999999,1,1,original
5.0,12.0,3.0,4.5,5.11,6.2,1.0899999999999999,1,1,original
5.5,12.5,3.0,4.5,4.99,6.08,1.0899999999999999,1,1,original
4.5,12.0,3.0,3.8,5.16,6.25,1.0899999999999999,1,1,original
5.5,11.75,3.3,2.1,7.91,9.0,1.0899999999999999,1,1,original
5.0,11.75,3.3,3.0,5.41,6.5,1.0899999999999999,1,1,original
5.0,11.5,3.3,2.9,5.51,6.6,1.0899999999999999,1,1,original
5.5,11.25,3.3,2.7,5.99,7.08,1.0899999999999999,1,1,original
4.5,11.25,3.3,2.9,5.57,6.66,1.0899999999999999,1,1,original
4.0,12.0,3.0,3.0,5.31,6.39,1.08,1,1,original
4.0,12.0,3.0,3.8,5.12,6.2,1.08,1,1,original
5.5,12.0,3.0,4.8,5.11,6.19,1.08,1,1,original
5.5,12.5,3.0,4.0,5.12,6.2,1.08,1,1,original
4.5,12.0,3.3,3.9,5.17,6.25,1.08,1,1,original
4.5,12.0,3.3,3.8,5.16,6.24,1.08,1,1,original
4.5,12.0,3.3,3.5,5.22,6.3,1.08,1,1,original
4.0,12.0,3.3,3.7,5.11,6.19,1.08,1,1,original
4.0,12.0,3.3,3.6,5.11,6.19,1.08,1,1,original
4.5,12.0,3.3,4.1,5.1,6.18,1.08,1,1,original
5.5,12.0,3.3,4.9,5.05,6.13,1.08,1,1,original
6.0,12.75,3.3,2.5,5.38,6.46,1.08,1,1,original
6.0,12.5,3.3,2.9,5.32,6.4,1.08,1,1,original
5.0,12.0,3.3,2.8,5.38,6.46,1.08,1,1,original
8.0,11.5,3.3,2.9,6.04,7.12,1.08,1,1,original
4.0,11.5,3.3,2.8,5.42,6.5,1.08,1,1,original
8.0,11.25,3.3,2.5,6.01,7.09,1.08,1,1,original
5.0,11.0,3.3,3.0,5.65,6.73,1.08,1,1,original
6.0,10.75,3.3,2.9,6.01,7.09,1.08,1,1,original
4.5,10.5,3.3,3.0,5.74,6.82,1.08,1,1,original
6.0,12.75,3.3,2.3,5.37,6.45,1.08,1,1,original
5.5,12.75,3.3,2.8,5.23,6.31,1.0799999999999992,1,1,original
5.0,12.5,3.0,4.1,5.04,6.11,1.0700000000000003,1,1,original
4.0,12.0,3.0,2.7,5.39,6.46,1.0700000000000003,1,1,original
7.0,12.0,3.0,4.0,5.31,6.38,1.0700000000000003,1,1,original
7.5,12.0,3.3,5.0,5.5,6.57,1.0700000000000003,1,1,original
5.0,12.0,3.3,4.6,5.05,6.12,1.0700000000000003,1,1,original
5.0,12.5,3.3,2.5,5.17,6.24,1.0700000000000003,1,1,original
4.0,11.75,3.3,2.9,5.39,6.46,1.0700000000000003,1,1,original
4.0,11.0,3.3,2.8,5.57,6.64,1.0699999999999994,1,1,original
8.0,11.5,3.3,2.7,5.99,7.06,1.0699999999999994,1,1,original
4.0,12.0,3.0,3.1,5.28,6.35,1.0699999999999994,1,1,original
7.5,12.25,3.3,2.0,5.59,6.65,1.0600000000000005,1,1,original
4.5,12.0,3.3,4.4,5.09,6.15,1.0600000000000005,1,1,original
7.5,12.5,3.3,2.9,5.61,6.67,1.0599999999999996,1,1,original
4.0,12.0,3.0,3.7,5.16,6.22,1.0599999999999996,1,1,original
7.0,12.5,3.0,4.3,5.36,6.42,1.0599999999999996,1,1,original
5.5,12.5,3.3,4.6,4.94,6.0,1.0599999999999996,1,1,original
5.5,12.5,3.3,4.4,5.0,6.06,1.0599999999999996,1,1,original
5.5,12.5,3.3,4.3,5.0,6.06,1.0599999999999996,1,1,original
4.5,12.0,3.3,3.0,5.32,6.38,1.0599999999999996,1,1,original
6.0,12.5,3.3,2.8,5.36,6.42,1.0599999999999996,1,1,original
4.0,11.75,3.3,2.8,5.37,6.43,1.0599999999999996,1,1,original
4.0,12.0,3.3,2.7,5.36,6.42,1.0599999999999996,1,1,original
8.0,11.75,3.3,2.6,5.91,6.97,1.0599999999999996,1,1,original
4.0,11.75,3.3,3.0,5.36,6.42,1.0599999999999996,1,1,original
7.5,12.25,3.3,2.3,5.66,6.72,1.0599999999999996,1,1,original
5.5,12.5,3.3,2.8,5.28,6.33,1.0499999999999998,1,1,original
4.0,12.0,3.3,3.3,5.23,6.28,1.0499999999999998,1,1,original
5.5,12.5,3.3,4.1,5.08,6.13,1.0499999999999998,1,1,original
7.5,12.5,3.3,2.1,5.55,6.6,1.0499999999999998,1,1,original
6.0,12.75,3.3,3.0,5.16,6.21,1.0499999999999998,1,1,original
5.0,12.5,3.3,2.4,5.34,6.39,1.0499999999999998,1,1,original
4.5,11.75,3.3,2.8,5.44,6.49,1.0499999999999998,1,1,original
4.5,11.25,3.3,3.0,5.46,6.51,1.0499999999999998,1,1,original
4.0,10.75,3.3,2.8,5.63,6.68,1.0499999999999998,1,1,original
7.0,12.5,3.3,4.2,5.42,6.46,1.04,1,1,original
6.0,12.5,3.0,2.1,5.51,6.55,1.04,1,1,original
7.5,12.0,3.0,2.2,6.02,7.06,1.04,1,1,original
4.5,12.0,3.0,4.3,5.08,6.12,1.04,1,1,original
5.5,12.5,3.0,3.9,5.11,6.15,1.04,1,1,original
5.0,12.5,3.0,3.9,5.09,6.13,1.04,1,1,original
5.0,12.5,3.0,3.5,5.14,6.18,1.04,1,1,original
4.0,12.0,3.3,3.9,5.07,6.11,1.04,1,1,original
7.0,12.0,3.3,4.4,5.34,6.38,1.04,1,1,original
4.0,12.0,3.0,3.9,5.08,6.12,1.04,1,1,original
6.0,12.5,3.3,4.3,5.09,6.13,1.04,1,1,original
7.0,12.75,3.3,2.5,5.42,6.46,1.04,1,1,original
5.5,12.5,3.3,2.6,5.3,6.34,1.04,1,1,original
6.0,12.25,3.3,2.1,5.55,6.59,1.04,1,1,original
5.0,12.25,3.3,2.8,5.31,6.35,1.04,1,1,original
4.0,11.25,3.3,2.6,5.58,6.62,1.04,1,1,original
4.0,11.5,3.3,2.7,5.43,6.47,1.04,1,1,original
5.0,11.25,3.3,2.9,5.55,6.59,1.04,1,1,original
5.0,12.5,3.3,3.2,5.15,6.19,1.04,1,1,original
5.0,10.75,3.3,3.0,5.73,6.77,1.0399999999999991,1,1,original
4.0,12.0,3.3,3.2,5.23,6.27,1.0399999999999991,1,1,original
4.5,12.0,3.3,4.2,5.06,6.09,1.0300000000000002,1,1,original
5.5,12.5,3.0,4.2,5.04,6.07,1.0300000000000002,1,1,original
8.0,12.0,3.3,3.3,6.46,7.49,1.0300000000000002,1,1,original
4.0,12.0,3.3,4.0,5.06,6.09,1.0300000000000002,1,1,original
5.0,12.5,3.3,3.3,5.18,6.21,1.0300000000000002,1,1,original
5.5,12.5,3.3,2.9,5.27,6.3,1.0300000000000002,1,1,original
5.0,11.75,3.3,2.8,5.47,6.5,1.0300000000000002,1,1,original
8.0,11.5,3.3,2.3,5.95,6.98,1.0300000000000002,1,1,original
4.0,11.0,3.3,2.7,5.61,6.64,1.0299999999999994,1,1,original
4.0,11.75,3.3,2.7,5.4,6.43,1.0299999999999994,1,1,original
7.5,12.25,3.3,2.4,5.69,6.72,1.0299999999999994,1,1,original
7.0,12.5,3.0,2.7,5.57,6.6,1.0299999999999994,1,1,original
5.0,12.5,3.3,3.7,5.09,6.11,1.0200000000000005,1,1,original
5.0,12.0,3.0,2.7,5.43,6.45,1.0200000000000005,1,1,original
7.0,12.0,3.0,4.4,5.42,6.44,1.0200000000000005,1,1,original
4.5,12.5,3.0,3.6,5.06,6.08,1.0200000000000005,1,1,original
4.5,12.5,3.0,3.3,5.09,6.11,1.0200000000000005,1,1,original
5.5,12.0,3.0,2.4,5.55,6.57,1.0200000000000005,1,1,original
5.0,12.25,3.3,2.6,5.42,6.44,1.0200000000000005,1,1,original
4.5,11.5,3.3,2.8,5.47,6.49,1.0200000000000005,1,1,original
4.0,11.25,3.3,2.7,5.52,6.54,1.0200000000000005,1,1,original
4.0,10.75,3.3,2.6,5.76,6.78,1.0200000000000005,1,1,original
4.5,12.25,3.3,2.8,5.27,6.29,1.0200000000000005,1,1,original
5.0,12.5,3.3,3.0,5.19,6.21,1.0199999999999996,1,1,original
4.5,12.5,3.3,3.1,5.12,6.14,1.0199999999999996,1,1,original
4.5,12.5,3.3,3.4,5.08,6.1,1.0199999999999996,1,1,original
4.5,12.0,3.3,3.7,5.16,6.18,1.0199999999999996,1,1,original
5.0,12.5,3.0,3.2,5.2,6.22,1.0199999999999996,1,1,original
5.0,12.0,3.0,4.6,5.07,6.09,1.0199999999999996,1,1,original
5.5,12.0,3.0,5.0,5.07,6.09,1.0199999999999996,1,1,original
4.0,12.0,3.0,2.6,5.45,6.47,1.0199999999999996,1,1,original
5.5,12.5,3.0,2.4,5.44,6.46,1.0199999999999996,1,1,original
5.0,12.5,3.3,3.6,5.06,6.07,1.0100000000000007,1,1,original
4.5,12.0,3.3,4.0,5.1,6.11,1.0100000000000007,1,1,original
4.0,12.5,3.0,2.4,5.22,6.23,1.0100000000000007,1,1,original
5.0,12.5,3.3,3.5,5.1,6.11,1.0100000000000007,1,1,original
4.0,11.75,3.3,2.6,5.43,6.44,1.0100000000000007,1,1,original
5.5,12.5,3.3,3.0,5.22,6.23,1.0100000000000007,1,1,original
5.0,12.5,3.0,3.6,5.15,6.16,1.0099999999999998,1,1,original
4.5,12.0,3.0,2.8,5.33,6.34,1.0099999999999998,1,1,original
4.5,12.0,3.0,4.1,5.08,6.09,1.0099999999999998,1,1,original
6.0,12.5,3.0,4.7,5.05,6.06,1.0099999999999998,1,1,original
7.0,12.5,3.0,3.9,5.7,6.71,1.0099999999999998,1,1,original
5.0,12.5,3.0,3.7,5.12,6.13,1.0099999999999998,1,1,original
4.5,12.5,3.0,3.2,5.17,6.18,1.0099999999999998,1,1,original
4.0,12.0,3.3,3.1,5.26,6.27,1.0099999999999998,1,1,original
5.5,12.0,3.3,5.0,5.07,6.08,1.0099999999999998,1,1,original
5.0,12.5,3.3,3.4,5.12,6.13,1.0099999999999998,1,1,original
4.0,12.0,3.3,3.0,5.24,6.25,1.0099999999999998,1,1,original
4.5,11.25,3.3,2.8,5.54,6.55,1.0099999999999998,1,1,original
4.0,12.5,3.0,2.6,5.24,6.24,1.0,1,1,original
5.0,12.5,3.0,3.4,5.19,6.19,1.0,1,1,original
5.0,12.0,3.0,4.8,5.05,6.05,1.0,1,1,original
4.5,12.0,3.0,4.2,5.04,6.04,1.0,1,1,original
4.0,12.0,3.0,4.1,5.06,6.06,1.0,1,1,original
6.5,12.5,3.0,4.5,5.27,6.27,1.0,1,1,original
4.0,12.0,3.0,4.0,5.06,6.06,1.0,1,1,original
5.5,12.5,3.3,4.2,5.04,6.04,1.0,1,1,original
4.0,12.25,3.3,2.8,5.29,6.29,1.0,1,1,original
4.5,12.0,3.3,2.9,5.34,6.34,1.0,1,1,original
4.5,11.75,3.3,2.9,5.39,6.39,1.0,1,1,original
4.0,11.0,3.3,2.6,5.68,6.68,1.0,1,1,original
7.5,12.5,3.3,2.4,5.51,6.51,1.0,1,1,original
8.5,10.5,3.3,3.0,6.8,7.79,0.9900000000000002,1,1,original
7.0,10.75,3.3,2.8,6.24,7.23,0.9900000000000002,1,1,original
5.0,11.5,3.3,2.7,5.6,6.59,0.9900000000000002,1,1,original
6.0,12.75,3.3,2.9,5.25,6.24,0.9900000000000002,1,1,original
6.0,12.5,3.3,4.9,4.95,5.94,0.9900000000000002,1,1,original
4.5,12.0,3.3,4.3,5.06,6.05,0.9900000000000002,1,1,original
4.5,12.0,3.0,4.4,5.04,6.03,0.9900000000000002,1,1,original
5.0,12.0,3.0,4.7,5.05,6.04,0.9900000000000002,1,1,original
7.5,12.75,3.3,2.8,5.53,6.52,0.9899999999999993,1,1,original
5.0,12.5,3.3,3.1,5.15,6.14,0.9899999999999993,1,1,original
6.5,11.25,3.3,2.3,7.38,8.37,0.9899999999999993,1,1,original
6.5,12.75,3.3,2.1,5.36,6.35,0.9899999999999993,1,1,original
8.0,11.75,3.3,2.5,5.85,6.83,0.9800000000000004,1,1,original
4.0,12.0,3.3,2.4,6.92,7.9,0.9800000000000004,1,1,original
4.5,12.0,3.3,2.5,5.47,6.45,0.9800000000000004,1,1,original
4.0,12.25,3.3,3.0,5.18,6.16,0.9800000000000004,1,1,original
5.0,12.25,3.3,2.5,5.5,6.48,0.9800000000000004,1,1,original
5.0,12.5,3.3,2.9,5.21,6.19,0.9800000000000004,1,1,original
6.5,12.0,3.3,4.0,5.68,6.66,0.9800000000000004,1,1,original
5.0,12.0,3.0,2.8,5.39,6.37,0.9800000000000004,1,1,original
4.0,12.25,3.3,2.9,5.24,6.22,0.9799999999999995,1,1,original
5.5,12.0,3.0,2.5,5.54,6.52,0.9799999999999995,1,1,original
6.0,12.75,3.3,2.0,5.44,6.42,0.9799999999999995,1,1,original
4.0,12.5,3.0,3.1,5.12,6.1,0.9799999999999995,1,1,original
4.0,12.25,3.3,2.5,5.36,6.34,0.9799999999999995,1,1,original
5.5,12.0,3.3,2.5,5.53,6.51,0.9799999999999995,1,1,original
4.0,12.0,3.3,2.8,5.29,6.27,0.9799999999999995,1,1,original
5.5,12.75,3.3,2.5,5.27,6.24,0.9700000000000006,1,1,original
4.5,12.0,3.0,4.5,5.03,6.0,0.9699999999999998,1,1,original
7.5,12.5,3.0,2.4,5.59,6.56,0.9699999999999998,1,1,original
4.0,12.5,3.0,2.7,5.21,6.18,0.9699999999999998,1,1,original
5.0,12.0,3.0,4.9,5.07,6.04,0.9699999999999998,1,1,original
4.5,12.0,3.0,2.7,5.42,6.39,0.9699999999999998,1,1,original
4.0,12.5,3.0,3.4,5.04,6.01,0.9699999999999998,1,1,original
4.5,12.0,3.3,4.5,5.03,6.0,0.9699999999999998,1,1,original
5.5,12.5,3.3,4.5,4.98,5.95,0.9699999999999998,1,1,original
5.0,12.5,3.3,2.7,5.3,6.27,0.9699999999999998,1,1,original
4.5,12.0,3.3,4.6,5.02,5.98,0.9600000000000009,1,1,original
4.0,12.0,3.3,4.3,5.04,6.0,0.96,1,1,original
4.5,12.5,3.0,2.8,5.2,6.16,0.96,1,1,original
5.0,12.0,3.0,2.5,5.55,6.51,0.96,1,1,original
4.5,12.0,3.0,2.6,5.43,6.39,0.96,1,1,original
4.0,12.0,3.0,4.3,5.03,5.99,0.96,1,1,original
5.5,12.5,3.0,4.7,4.97,5.93,0.96,1,1,original
4.0,12.5,3.0,3.5,5.03,5.99,0.96,1,1,original
8.0,12.0,3.3,2.4,5.88,6.84,0.96,1,1,original
4.0,12.0,3.3,4.2,5.01,5.97,0.96,1,1,original
7.5,12.75,3.3,2.1,5.35,6.31,0.96,1,1,original
5.5,12.75,3.3,2.1,5.33,6.29,0.96,1,1,original
6.0,12.5,3.3,2.0,5.79,6.75,0.96,1,1,original
8.0,11.5,3.3,2.1,5.93,6.89,0.96,1,1,original
6.5,10.75,3.3,3.0,6.01,6.97,0.96,1,1,original
4.0,12.0,3.3,4.1,5.03,5.98,0.9500000000000002,1,1,original
4.0,12.5,3.0,2.9,5.21,6.16,0.9500000000000002,1,1,original
4.0,12.0,3.0,2.5,5.41,6.36,0.9500000000000002,1,1,original
4.5,12.0,3.0,4.6,5.05,6.0,0.9500000000000002,1,1,original
5.0,12.0,3.3,4.8,5.08,6.03,0.9500000000000002,1,1,original
4.5,12.5,3.0,3.5,5.09,6.04,0.9500000000000002,1,1,original
7.0,12.5,3.3,4.3,5.38,6.33,0.9500000000000002,1,1,original
7.0,12.75,3.3,2.6,5.38,6.33,0.9500000000000002,1,1,original
5.0,12.25,3.3,2.7,5.39,6.34,0.9500000000000002,1,1,original
4.0,11.5,3.3,2.4,5.55,6.5,0.9500000000000002,1,1,original
6.0,12.5,3.3,3.8,5.12,6.07,0.9500000000000002,1,1,original
5.5,11.0,3.3,2.3,8.05,9.0,0.9499999999999993,1,1,original
5.0,12.0,3.3,4.7,5.06,6.0,0.9400000000000004,1,1,original
4.0,12.0,3.0,4.4,5.02,5.96,0.9400000000000004,1,1,original
5.0,12.5,3.0,4.2,5.04,5.98,0.9400000000000004,1,1,original
6.0,12.5,3.0,4.0,5.26,6.2,0.9400000000000004,1,1,original
5.0,12.0,3.3,4.9,5.06,6.0,0.9400000000000004,1,1,original
5.0,12.75,3.3,3.0,5.43,6.37,0.9400000000000004,1,1,original
5.0,12.5,3.3,2.8,5.22,6.16,0.9400000000000004,1,1,original
4.0,12.5,3.3,2.9,5.17,6.11,0.9400000000000004,1,1,original
5.0,12.0,3.3,2.5,5.81,6.75,0.9400000000000004,1,1,original
4.5,11.75,3.3,2.7,5.5,6.44,0.9400000000000004,1,1,original
7.0,12.75,3.3,2.0,5.4,6.34,0.9399999999999995,1,1,original
4.0,12.0,3.0,2.4,5.44,6.38,0.9399999999999995,1,1,original
4.0,12.0,3.0,4.2,5.03,5.97,0.9399999999999995,1,1,original
4.5,12.5,3.0,3.7,5.07,6.01,0.9399999999999995,1,1,original
6.0,12.5,3.3,5.0,4.9,5.84,0.9399999999999995,1,1,original
5.0,12.5,3.3,2.6,5.32,6.26,0.9399999999999995,1,1,original
4.0,12.75,3.3,3.0,4.95,5.89,0.9399999999999995,1,1,original
4.0,12.0,3.3,2.5,5.41,6.35,0.9399999999999995,1,1,original
4.5,12.25,3.3,3.0,5.23,6.17,0.9399999999999995,1,1,original
4.5,12.0,3.3,2.8,5.33,6.27,0.9399999999999995,1,1,original
5.5,12.5,3.3,2.3,5.41,6.35,0.9399999999999995,1,1,original
4.5,12.75,3.3,2.9,5.1,6.03,0.9300000000000006,1,1,original
4.5,12.0,3.3,4.7,5.06,5.99,0.9300000000000006,1,1,original
4.0,12.5,3.3,3.0,5.1,6.03,0.9300000000000006,1,1,original
4.0,10.75,3.3,2.7,5.64,6.57,0.9300000000000006,1,1,original
4.5,12.5,3.0,2.9,5.25,6.18,0.9299999999999997,1,1,original
4.0,12.5,3.0,3.0,5.15,6.08,0.9299999999999997,1,1,original
4.0,12.0,3.3,4.5,4.98,5.91,0.9299999999999997,1,1,original
4.0,12.5,3.0,2.8,5.21,6.14,0.9299999999999997,1,1,original
7.0,12.0,3.0,4.5,5.59,6.52,0.9299999999999997,1,1,original
5.5,12.5,3.0,5.0,4.91,5.84,0.9299999999999997,1,1,original
4.0,12.5,3.0,3.6,5.0,5.93,0.9299999999999997,1,1,original
4.0,12.5,3.0,3.2,5.12,6.05,0.9299999999999997,1,1,original
4.5,11.75,3.3,2.6,5.48,6.41,0.9299999999999997,1,1,original
6.0,12.75,3.3,2.1,5.74,6.67,0.9299999999999997,1,1,original
4.5,12.25,3.3,2.7,5.36,6.29,0.9299999999999997,1,1,original
5.5,12.0,3.3,2.9,5.67,6.6,0.9299999999999997,1,1,original
5.5,11.75,3.3,2.0,7.91,8.84,0.9299999999999997,1,1,original
4.0,11.75,3.3,2.5,5.42,6.35,0.9299999999999997,1,1,original
4.0,10.5,3.3,2.7,5.79,6.72,0.9299999999999997,1,1,original
4.5,12.5,3.3,3.0,5.19,6.12,0.9299999999999997,1,1,original
4.5,12.5,3.3,3.5,5.06,5.98,0.9200000000000008,1,1,original
5.5,12.5,3.0,2.5,5.31,6.23,0.9200000000000008,1,1,original
5.0,12.5,3.0,4.6,4.98,5.9,0.9199999999999999,1,1,original
4.5,12.5,3.0,2.4,5.34,6.26,0.9199999999999999,1,1,original
5.5,12.0,3.0,3.0,5.73,6.65,0.9199999999999999,1,1,original
6.0,12.0,3.0,3.9,5.44,6.36,0.9199999999999999,1,1,original
7.0,12.0,3.0,4.6,5.43,6.35,0.9199999999999999,1,1,original
5.0,12.0,3.0,5.0,5.04,5.96,0.9199999999999999,1,1,original
4.0,12.0,3.0,4.5,4.98,5.9,0.9199999999999999,1,1,original
4.5,12.5,3.3,3.3,5.07,5.99,0.9199999999999999,1,1,original
5.0,12.5,3.0,4.4,5.0,5.92,0.9199999999999999,1,1,original
5.0,12.5,3.0,4.3,5.0,5.92,0.9199999999999999,1,1,original
4.0,12.0,3.3,4.4,5.0,5.92,0.9199999999999999,1,1,original
4.5,12.5,3.3,3.2,5.13,6.05,0.9199999999999999,1,1,original
5.0,12.75,3.3,2.7,5.24,6.16,0.9199999999999999,1,1,original
4.0,11.75,3.3,2.4,5.47,6.39,0.9199999999999999,1,1,original
4.0,11.0,3.3,2.4,5.76,6.68,0.9199999999999999,1,1,original
4.5,12.0,3.0,4.8,5.01,5.92,0.9100000000000001,1,1,original
4.0,12.5,3.0,3.3,5.09,6.0,0.9100000000000001,1,1,original
5.0,12.5,3.3,4.1,5.01,5.92,0.9100000000000001,1,1,original
5.0,12.75,3.3,2.6,5.13,6.04,0.9100000000000001,1,1,original
4.0,12.25,3.3,2.4,5.35,6.26,0.9100000000000001,1,1,original
4.0,11.25,3.3,2.5,5.62,6.53,0.9100000000000001,1,1,original
7.5,11.5,3.3,2.9,6.77,7.68,0.9100000000000001,1,1,original
4.5,12.5,3.0,4.2,4.98,5.89,0.9099999999999993,1,1,original
5.0,11.75,3.3,2.6,5.52,6.42,0.9000000000000004,1,1,original
8.0,12.0,3.3,2.2,5.83,6.73,0.9000000000000004,1,1,original
5.5,12.25,3.3,2.0,7.66,8.56,0.9000000000000004,1,1,original
4.0,12.5,3.3,2.5,5.26,6.16,0.9000000000000004,1,1,original
4.5,12.75,3.3,2.8,5.18,6.08,0.9000000000000004,1,1,original
5.5,12.75,3.3,2.4,5.31,6.21,0.9000000000000004,1,1,original
4.0,12.5,3.3,3.2,5.08,5.98,0.9000000000000004,1,1,original
4.0,12.5,3.3,3.3,5.02,5.92,0.9000000000000004,1,1,original
5.5,12.5,3.3,4.8,4.93,5.83,0.9000000000000004,1,1,original
4.5,12.5,3.0,4.1,5.0,5.9,0.9000000000000004,1,1,original
8.0,12.0,3.0,2.4,6.0,6.9,0.9000000000000004,1,1,original
4.5,11.5,3.3,2.7,5.5,6.4,0.9000000000000004,1,1,original
5.0,11.0,3.3,2.7,6.03,6.93,0.8999999999999995,1,1,original
6.5,11.75,3.3,2.4,5.86,6.76,0.8999999999999995,1,1,original
8.5,10.75,3.3,2.8,6.36,7.26,0.8999999999999995,1,1,original
4.0,10.5,3.3,2.8,5.68,6.57,0.8900000000000006,1,1,original
5.5,11.25,3.3,2.0,8.11,9.0,0.8900000000000006,1,1,original
4.5,11.5,3.3,2.6,5.51,6.4,0.8900000000000006,1,1,original
4.5,12.0,3.3,4.8,5.05,5.94,0.8900000000000006,1,1,original
4.0,12.5,3.0,3.9,4.97,5.86,0.8900000000000006,1,1,original
4.5,11.25,3.3,2.6,5.65,6.54,0.8899999999999997,1,1,original
4.5,11.25,3.3,2.7,5.57,6.46,0.8899999999999997,1,1,original
4.0,12.75,3.3,2.5,5.11,6.0,0.8899999999999997,1,1,original
4.0,12.5,3.3,3.1,5.12,6.01,0.8899999999999997,1,1,original
4.5,12.5,3.0,3.8,5.08,5.97,0.8899999999999997,1,1,original
4.5,12.0,3.0,4.7,5.04,5.93,0.8899999999999997,1,1,original
4.0,12.0,3.0,2.3,5.49,6.38,0.8899999999999997,1,1,original
5.5,12.5,3.0,2.3,5.44,6.33,0.8899999999999997,1,1,original
4.5,12.5,3.3,3.8,5.02,5.9,0.8800000000000008,1,1,original
4.5,12.5,3.0,3.9,5.02,5.9,0.8800000000000008,1,1,original
5.0,11.75,3.3,2.7,5.52,6.4,0.8800000000000008,1,1,original
4.0,12.75,3.3,2.7,5.1,5.98,0.8800000000000008,1,1,original
8.5,10.75,3.3,2.0,6.34,7.22,0.8799999999999999,1,1,original
4.5,12.5,3.3,2.8,5.19,6.07,0.8799999999999999,1,1,original
5.0,12.5,3.3,4.3,4.99,5.87,0.8799999999999999,1,1,original
4.0,12.0,3.3,4.6,4.98,5.86,0.8799999999999999,1,1,original
4.0,12.5,3.0,4.0,5.0,5.88,0.8799999999999999,1,1,original
5.5,12.5,3.0,4.8,4.99,5.87,0.8799999999999999,1,1,original
4.0,12.0,3.0,4.6,5.01,5.89,0.8799999999999999,1,1,original
4.5,10.75,3.3,2.8,5.73,6.61,0.8799999999999999,1,1,original
5.5,12.0,3.3,2.1,7.68,8.55,0.870000000000001,1,1,original
5.0,12.0,3.3,3.4,5.36,6.23,0.8700000000000001,1,1,original
7.5,12.5,3.0,2.1,5.59,6.46,0.8700000000000001,1,1,original
6.5,12.0,3.0,3.9,5.74,6.61,0.8700000000000001,1,1,original
4.5,12.0,3.0,4.9,5.04,5.91,0.8700000000000001,1,1,original
4.0,12.5,3.0,3.7,5.02,5.89,0.8700000000000001,1,1,original
4.0,12.5,3.3,3.4,5.02,5.89,0.8700000000000001,1,1,original
4.5,12.5,3.3,4.1,4.93,5.8,0.8700000000000001,1,1,original
4.5,12.5,3.3,3.7,5.02,5.89,0.8700000000000001,1,1,original
4.0,12.25,3.3,2.7,5.27,6.14,0.8700000000000001,1,1,original
4.0,11.5,3.3,2.3,5.55,6.42,0.8700000000000001,1,1,original
8.5,10.5,3.3,2.2,6.31,7.18,0.8700000000000001,1,1,original
4.5,12.75,3.3,3.0,5.09,5.95,0.8600000000000003,1,1,original
7.5,12.0,3.3,4.7,5.33,6.19,0.8600000000000003,1,1,original
5.0,12.5,3.3,4.4,4.93,5.79,0.8600000000000003,1,1,original
4.0,12.5,3.3,3.7,5.0,5.86,0.8600000000000003,1,1,original
5.5,12.75,3.3,2.3,5.27,6.13,0.8600000000000003,1,1,original
