LG,WR,LR,WF,FL,FU,BW,is_resonant,in_target_window,source
7.5,11.5,3.3,2.5,5.95,8.03,2.079999999999999,1,1,original
6.0,12.5,3.3,3.2,5.47,7.54,2.0700000000000003,1,1,original
7.0,12.0,3.0,2.6,5.79,7.84,2.05,1,1,original
7.5,12.0,3.0,2.1,5.87,7.92,2.05,1,1,original
7.5,12.5,3.3,2.6,5.68,7.72,2.04,1,1,original
6.0,12.0,3.3,3.3,5.31,7.35,2.04,1,1,original
8.0,10.75,3.3,2.3,6.08,8.12,2.039999999999999,1,1,original
7.0,12.0,3.3,4.8,5.18,7.21,2.0300000000000002,1,1,original
7.0,12.0,3.3,3.4,5.82,7.85,2.0299999999999994,1,1,original
6.5,12.5,3.3,3.8,5.15,7.18,2.0299999999999994,1,1,original
7.5,11.75,3.3,2.8,5.94,7.96,2.0199999999999996,1,1,original
7.5,11.0,3.3,2.4,6.15,8.16,2.01,1,1,original
7.5,10.75,3.3,2.0,6.3,8.3,2.000000000000001,1,1,original
7.0,12.0,3.3,2.6,5.81,7.81,2.0,1,1,original
7.5,10.75,3.3,2.3,6.26,8.25,1.9900000000000002,1,1,original
7.0,12.25,3.3,2.4,5.64,7.62,1.9800000000000004,1,1,original
7.0,12.5,3.3,4.1,6.1,8.08,1.9800000000000004,1,1,original
5.5,12.5,3.3,3.3,5.33,7.31,1.9799999999999995,1,1,original
7.5,11.25,3.3,2.9,6.05,8.01,1.96,1,1,original
6.0,12.5,3.0,4.1,5.26,7.2,1.9400000000000004,1,1,original
8.0,10.75,3.3,2.2,6.17,8.11,1.9399999999999995,1,1,original
6.5,12.0,3.3,2.6,6.21,8.14,1.9300000000000006,1,1,original
7.0,12.5,3.3,2.6,5.51,7.44,1.9300000000000006,1,1,original
7.5,11.0,3.3,2.5,6.19,8.12,1.9299999999999988,1,1,original
7.5,12.5,3.3,3.0,5.59,7.51,1.92,1,1,original
6.5,12.0,3.0,4.8,5.11,7.03,1.92,1,1,original
6.5,12.0,3.0,4.7,5.08,7.0,1.92,1,1,original
6.0,12.5,3.0,3.8,4.98,6.9,1.92,1,1,original
7.5,12.0,3.3,3.7,5.8,7.72,1.92,1,1,original
7.0,10.75,3.3,2.1,6.5,8.42,1.92,1,1,original
7.0,11.5,3.3,2.9,6.09,8.01,1.92,1,1,original
8.0,11.25,3.3,2.8,5.98,7.9,1.92,1,1,original
8.0,11.25,3.3,2.6,6.0,7.92,1.92,1,1,original
7.0,11.25,3.3,2.6,6.09,8.01,1.92,1,1,original
7.5,10.75,3.3,2.6,6.3,8.21,1.910000000000001,1,1,original
7.0,11.0,3.3,2.5,6.04,7.95,1.9100000000000001,1,1,original
7.5,12.0,3.3,2.6,5.78,7.69,1.9100000000000001,1,1,original
7.5,12.0,3.3,3.3,6.07,7.98,1.9100000000000001,1,1,original
7.0,12.0,3.0,4.3,5.33,7.23,1.9000000000000004,1,1,original
7.0,12.5,3.0,3.5,5.58,7.48,1.9000000000000004,1,1,original
7.0,12.0,3.3,5.0,5.31,7.21,1.9000000000000004,1,1,original
7.5,11.75,3.3,2.6,5.81,7.71,1.9000000000000004,1,1,original
7.0,11.25,3.3,2.7,6.11,8.01,1.8999999999999995,1,1,original
6.0,11.75,3.3,3.0,5.55,7.44,1.8900000000000006,1,1,original
8.0,11.75,3.3,2.3,5.8,7.69,1.8900000000000006,1,1,original
4.5,12.5,3.3,3.6,5.02,6.91,1.8900000000000006,1,1,original
6.5,12.5,3.0,3.5,5.32,7.21,1.8899999999999997,1,1,original
7.5,12.0,3.0,2.7,5.85,7.73,1.8800000000000008,1,1,original
7.0,12.0,3.0,2.3,5.79,7.67,1.88,1,1,original
6.5,12.5,3.0,2.7,5.51,7.39,1.88,1,1,original
8.0,10.5,3.3,2.2,6.24,8.12,1.879999999999999,1,1,original
8.0,11.0,3.3,2.0,6.2,8.07,1.87,1,1,original
8.0,10.5,3.3,2.4,6.31,8.17,1.8600000000000003,1,1,original
8.0,11.0,3.3,2.9,6.1,7.96,1.8600000000000003,1,1,original
7.5,11.0,3.3,2.2,6.16,8.02,1.8599999999999994,1,1,original
7.0,12.5,3.3,4.5,5.05,6.9,1.8500000000000005,1,1,original
7.5,12.0,3.0,3.3,6.07,7.92,1.8499999999999996,1,1,original
7.0,12.0,3.0,3.9,5.34,7.18,1.8399999999999999,1,1,original
6.5,12.5,3.0,4.0,5.23,7.07,1.8399999999999999,1,1,original
8.0,11.5,3.3,3.0,6.06,7.89,1.83,1,1,original
5.5,12.0,3.3,3.6,5.32,7.15,1.83,1,1,original
7.5,12.0,3.3,3.4,6.11,7.94,1.83,1,1,original
7.0,12.0,3.3,3.3,5.63,7.45,1.8200000000000003,1,1,original
8.0,10.5,3.3,2.7,6.32,8.13,1.8100000000000005,1,1,original
7.5,12.0,3.3,2.4,5.56,7.37,1.8100000000000005,1,1,original
8.0,11.25,3.3,2.7,6.04,7.85,1.8099999999999996,1,1,original
6.5,12.5,3.3,5.0,5.02,6.82,1.8000000000000007,1,1,original
6.5,12.5,3.3,4.0,5.19,6.99,1.7999999999999998,1,1,original
6.0,12.5,3.0,4.2,5.15,6.95,1.7999999999999998,1,1,original
5.5,10.5,3.3,3.0,7.1,8.89,1.790000000000001,1,1,original
8.0,10.5,3.3,2.1,6.27,8.06,1.790000000000001,1,1,original
6.5,12.5,3.0,5.0,5.01,6.8,1.79,1,1,original
7.0,10.75,3.3,2.4,6.38,8.17,1.79,1,1,original
5.5,12.5,3.0,3.1,5.52,7.31,1.79,1,1,original
8.0,10.5,3.3,2.0,6.37,8.15,1.7800000000000002,1,1,original
8.0,12.0,3.3,2.8,5.82,7.6,1.7799999999999994,1,1,original
8.0,10.5,3.3,2.6,6.31,8.08,1.7700000000000005,1,1,original
7.5,12.25,3.3,2.7,5.72,7.49,1.7700000000000005,1,1,original
7.5,12.75,3.3,2.4,5.39,7.16,1.7700000000000005,1,1,original
8.0,10.75,3.3,2.1,6.24,8.01,1.7699999999999996,1,1,original
5.5,11.0,3.3,2.9,7.1,8.87,1.7699999999999996,1,1,original
7.0,12.0,3.3,2.1,5.79,7.56,1.7699999999999996,1,1,original
8.0,10.75,3.3,2.8,6.15,7.91,1.7599999999999998,1,1,original
7.5,10.75,3.3,2.5,6.41,8.16,1.75,1,1,original
7.5,10.75,3.3,2.7,6.26,8.01,1.75,1,1,original
7.0,12.25,3.3,2.9,5.89,7.63,1.7400000000000002,1,1,original
5.5,12.5,3.0,4.1,5.14,6.88,1.7400000000000002,1,1,original
6.5,12.5,3.0,4.3,5.07,6.81,1.7399999999999993,1,1,original
6.0,12.0,3.0,4.3,5.3,7.03,1.7300000000000004,1,1,original
6.0,12.0,3.0,4.2,5.16,6.89,1.7299999999999995,1,1,original
7.0,12.5,3.0,2.1,5.66,7.39,1.7299999999999995,1,1,original
7.0,12.75,3.3,2.7,5.34,7.06,1.7199999999999998,1,1,original
6.5,12.5,3.0,3.1,5.42,7.14,1.7199999999999998,1,1,original
7.0,12.0,3.0,2.2,5.71,7.43,1.7199999999999998,1,1,original
8.0,10.75,3.3,2.6,6.16,7.87,1.71,1,1,original
5.5,11.0,3.3,2.8,7.06,8.77,1.71,1,1,original
8.0,11.0,3.3,2.6,6.18,7.89,1.71,1,1,original
8.0,11.25,3.3,2.9,6.01,7.72,1.71,1,1,original
7.0,12.5,3.0,2.5,5.51,7.22,1.71,1,1,original
8.0,10.75,3.3,2.9,6.33,8.04,1.709999999999999,1,1,original
5.5,12.75,3.3,2.6,5.2,6.9,1.7000000000000002,1,1,original
6.5,12.0,3.3,4.3,5.44,7.13,1.6899999999999995,1,1,original
6.5,12.5,3.3,3.2,5.3,6.98,1.6800000000000006,1,1,original
8.0,10.75,3.3,2.5,6.27,7.95,1.6800000000000006,1,1,original
7.0,12.25,3.3,2.2,5.84,7.51,1.67,1,1,original
7.5,12.0,3.3,2.3,5.63,7.3,1.67,1,1,original
7.5,12.75,3.3,2.3,5.38,7.03,1.6500000000000004,1,1,original
7.5,11.75,3.3,2.5,6.07,7.72,1.6499999999999995,1,1,original
6.0,11.25,3.3,2.5,7.02,8.66,1.6400000000000006,1,1,original
5.0,12.5,3.3,4.0,5.06,6.69,1.6300000000000008,1,1,original
8.0,11.75,3.3,2.8,6.05,7.68,1.63,1,1,original
8.0,11.0,3.3,2.2,6.06,7.68,1.62,1,1,original
7.5,12.5,3.3,2.0,5.46,7.08,1.62,1,1,original
6.5,12.5,3.0,4.4,5.17,6.79,1.62,1,1,original
5.0,12.5,3.0,2.9,6.92,8.54,1.6199999999999992,1,1,original
7.5,12.0,3.3,3.6,6.11,7.72,1.6099999999999994,1,1,original
7.0,12.5,3.0,2.9,5.65,7.26,1.6099999999999994,1,1,original
8.0,10.5,3.3,2.9,6.36,7.97,1.6099999999999994,1,1,original
8.0,11.25,3.3,2.0,5.8,7.4,1.6000000000000005,1,1,original
7.5,10.5,3.3,2.6,6.5,8.1,1.5999999999999996,1,1,original
5.5,12.25,3.3,3.0,5.41,7.01,1.5999999999999996,1,1,original
6.5,12.5,3.0,4.6,5.21,6.81,1.5999999999999996,1,1,original
6.5,12.5,3.0,4.7,5.24,6.84,1.5999999999999996,1,1,original
6.0,12.25,3.3,3.0,5.43,7.02,1.5899999999999999,1,1,original
7.0,12.5,3.3,4.8,5.07,6.66,1.5899999999999999,1,1,original
5.5,12.0,3.3,4.3,5.12,6.71,1.5899999999999999,1,1,original
5.0,12.0,3.3,2.4,7.42,9.0,1.58,1,1,original
5.0,12.0,3.3,3.0,5.38,6.96,1.58,1,1,original
7.0,12.5,3.3,2.3,5.59,7.17,1.58,1,1,original
5.5,12.0,3.3,3.0,5.87,7.44,1.5700000000000003,1,1,original
6.5,12.75,3.3,2.3,5.37,6.94,1.5700000000000003,1,1,original
7.0,12.0,3.3,2.3,5.88,7.45,1.5700000000000003,1,1,original
7.0,12.5,3.3,4.7,5.1,6.67,1.5700000000000003,1,1,original
7.5,11.5,3.3,2.4,5.85,7.42,1.5700000000000003,1,1,original
8.5,10.5,3.3,2.7,6.35,7.92,1.5700000000000003,1,1,original
8.0,10.75,3.3,2.0,5.85,7.42,1.5700000000000003,1,1,original
7.0,12.0,3.3,2.7,5.85,7.41,1.5600000000000005,1,1,original
5.5,12.5,3.0,2.2,6.91,8.46,1.5500000000000007,1,1,original
7.0,11.25,3.3,2.8,6.16,7.71,1.5499999999999998,1,1,original
6.0,11.5,3.3,2.7,6.01,7.56,1.5499999999999998,1,1,original
6.5,12.0,3.3,4.4,5.4,6.95,1.5499999999999998,1,1,original
6.5,12.0,3.0,3.8,5.32,6.87,1.5499999999999998,1,1,original
6.0,12.25,3.3,2.4,5.47,7.01,1.54,1,1,original
7.5,11.75,3.3,2.4,5.75,7.29,1.54,1,1,original
5.5,12.5,3.3,2.5,5.23,6.77,1.5399999999999991,1,1,original
8.0,10.5,3.3,2.8,6.54,8.07,1.5300000000000002,1,1,original
6.0,12.0,3.3,2.6,5.43,6.96,1.5300000000000002,1,1,original
7.5,12.5,3.3,2.3,5.39,6.91,1.5200000000000005,1,1,original
7.0,12.25,3.3,2.0,5.7,7.22,1.5199999999999996,1,1,original
6.5,12.0,3.0,4.4,5.12,6.64,1.5199999999999996,1,1,original
6.5,12.75,3.3,2.0,5.56,7.07,1.5100000000000007,1,1,original
8.0,11.0,3.3,2.4,6.31,7.82,1.5100000000000007,1,1,original
5.5,12.0,3.0,2.6,5.53,7.04,1.5099999999999998,1,1,original
6.0,11.0,3.3,2.0,6.42,7.92,1.5,1,1,original
6.0,12.25,3.3,2.6,5.51,7.01,1.5,1,1,original
5.5,12.5,3.0,4.4,5.2,6.69,1.4900000000000002,1,1,original
7.0,12.5,3.0,5.0,5.25,6.74,1.4900000000000002,1,1,original
5.0,12.0,3.0,4.1,5.17,6.66,1.4900000000000002,1,1,original
8.0,10.5,3.3,2.3,6.48,7.97,1.4899999999999993,1,1,original
7.5,11.5,3.3,3.0,6.27,7.75,1.4800000000000004,1,1,original
5.5,12.5,3.3,3.5,5.18,6.66,1.4800000000000004,1,1,original
5.5,12.5,3.3,3.7,5.13,6.61,1.4800000000000004,1,1,original
7.0,12.0,3.0,4.1,5.52,7.0,1.4800000000000004,1,1,original
5.5,12.0,3.3,2.4,5.78,7.26,1.4799999999999995,1,1,original
7.0,12.0,3.0,3.3,5.83,7.31,1.4799999999999995,1,1,original
7.5,12.25,3.3,2.5,5.64,7.11,1.4700000000000006,1,1,original
5.0,12.0,3.0,3.8,5.13,6.6,1.4699999999999998,1,1,original
8.5,10.5,3.3,2.1,6.28,7.75,1.4699999999999998,1,1,original
8.0,11.25,3.3,2.4,5.99,7.45,1.46,1,1,original
7.0,12.5,3.0,2.3,5.5,6.96,1.46,1,1,original
5.0,12.5,3.0,3.1,5.2,6.66,1.46,1,1,original
5.5,12.0,3.3,4.0,5.49,6.94,1.4500000000000002,1,1,original
6.5,11.75,3.3,2.1,7.07,8.52,1.4499999999999993,1,1,original
7.0,12.0,3.0,5.0,5.35,6.79,1.4400000000000004,1,1,original
6.5,12.0,3.3,5.0,5.24,6.68,1.4399999999999995,1,1,original
4.5,12.0,3.3,3.1,5.36,6.8,1.4399999999999995,1,1,original
6.0,12.0,3.3,2.3,5.61,7.05,1.4399999999999995,1,1,original
7.5,12.0,3.3,2.1,5.65,7.09,1.4399999999999995,1,1,original
8.0,11.25,3.3,2.2,6.02,7.45,1.4300000000000006,1,1,original
7.0,12.5,3.3,3.8,6.7,8.13,1.4300000000000006,1,1,original
5.5,12.5,3.3,3.6,5.13,6.56,1.4299999999999997,1,1,original
7.5,12.75,3.3,2.6,5.56,6.98,1.4200000000000008,1,1,original
7.5,12.25,3.3,2.1,5.68,7.1,1.42,1,1,original
4.5,12.5,3.3,2.7,4.85,6.27,1.42,1,1,original
6.0,11.5,3.3,2.5,6.78,8.2,1.419999999999999,1,1,original
8.5,10.75,3.3,2.4,6.31,7.72,1.4100000000000001,1,1,original
6.5,12.0,3.3,2.4,6.55,7.96,1.4100000000000001,1,1,original
7.5,12.75,3.3,2.0,5.35,6.76,1.4100000000000001,1,1,original
8.0,10.5,3.3,2.5,6.63,8.04,1.4099999999999993,1,1,original
7.5,12.25,3.3,2.2,5.72,7.12,1.4000000000000004,1,1,original
8.0,11.5,3.3,2.8,5.9,7.3,1.3999999999999995,1,1,original
4.5,11.5,3.3,2.5,7.61,9.0,1.3899999999999997,1,1,original
6.5,12.0,3.0,2.7,5.88,7.27,1.3899999999999997,1,1,original
5.0,12.5,3.0,2.8,5.36,6.75,1.3899999999999997,1,1,original
8.0,11.0,3.3,2.7,6.5,7.88,1.38,1,1,original
6.5,11.0,3.3,2.7,6.3,7.67,1.37,1,1,original
6.5,11.25,3.3,2.9,5.84,7.21,1.37,1,1,original
4.5,12.25,3.3,2.9,5.21,6.58,1.37,1,1,original
5.5,12.5,3.0,2.9,5.28,6.65,1.37,1,1,original
7.5,12.5,3.3,2.7,5.55,6.91,1.3600000000000003,1,1,original
7.0,12.5,3.0,3.2,5.42,6.78,1.3600000000000003,1,1,original
7.5,12.5,3.0,3.7,5.55,6.91,1.3600000000000003,1,1,original
5.0,12.0,3.0,3.6,5.25,6.61,1.3600000000000003,1,1,original
5.5,11.25,3.3,2.8,5.74,7.1,1.3599999999999994,1,1,original
6.0,12.0,3.3,2.7,5.47,6.82,1.3500000000000005,1,1,original
5.5,12.25,3.3,2.8,5.37,6.72,1.3499999999999996,1,1,original
6.0,12.75,3.3,2.2,5.62,6.97,1.3499999999999996,1,1,original
4.0,11.0,3.3,3.0,5.58,6.93,1.3499999999999996,1,1,original
5.5,11.25,3.3,2.9,5.7,7.05,1.3499999999999996,1,1,original
5.5,12.75,3.3,3.0,5.52,6.86,1.3400000000000007,1,1,original
6.5,12.0,3.0,4.5,5.1,6.44,1.3400000000000007,1,1,original
5.5,11.75,3.3,2.9,5.54,6.88,1.3399999999999999,1,1,original
5.5,12.5,3.3,3.4,5.18,6.52,1.3399999999999999,1,1,original
5.0,12.0,3.3,4.1,5.12,6.46,1.3399999999999999,1,1,original
7.0,12.0,3.0,4.9,5.25,6.59,1.3399999999999999,1,1,original
5.5,12.5,3.0,2.6,5.44,6.78,1.3399999999999999,1,1,original
6.0,12.5,3.3,2.4,5.42,6.75,1.33,1,1,original
5.5,12.5,3.0,2.1,6.9,8.23,1.33,1,1,original
5.5,12.0,3.3,3.8,5.27,6.59,1.3200000000000003,1,1,original
4.0,12.75,3.3,2.0,7.68,9.0,1.3200000000000003,1,1,original
8.5,10.5,3.3,2.0,6.19,7.51,1.3199999999999994,1,1,original
6.5,12.5,3.3,2.4,5.44,6.76,1.3199999999999994,1,1,original
7.0,12.75,3.3,2.8,5.32,6.64,1.3199999999999994,1,1,original
4.0,12.25,3.3,2.6,4.94,6.26,1.3199999999999994,1,1,original
8.5,10.75,3.3,2.7,6.51,7.82,1.3100000000000005,1,1,original
6.0,11.25,3.3,2.6,5.81,7.12,1.3100000000000005,1,1,original
5.5,12.0,3.0,4.4,5.16,6.47,1.3099999999999996,1,1,original
6.5,12.0,3.0,4.3,5.45,6.76,1.3099999999999996,1,1,original
5.0,12.0,3.0,3.9,5.21,6.52,1.3099999999999996,1,1,original
7.0,12.5,3.0,2.4,5.53,6.84,1.3099999999999996,1,1,original
7.5,12.5,3.0,2.2,5.58,6.89,1.3099999999999996,1,1,original
5.5,12.5,3.3,3.2,5.17,6.47,1.2999999999999998,1,1,original
7.5,12.0,3.0,2.4,5.73,7.03,1.2999999999999998,1,1,original
7.0,12.5,3.0,4.0,5.16,6.46,1.2999999999999998,1,1,original
6.0,12.5,3.3,2.7,5.37,6.67,1.2999999999999998,1,1,original
7.5,11.75,3.3,2.1,5.8,7.1,1.2999999999999998,1,1,original
5.5,10.75,3.3,3.0,6.29,7.59,1.2999999999999998,1,1,original
5.0,12.0,3.3,3.3,5.32,6.61,1.29,1,1,original
6.0,12.0,3.0,2.1,7.29,8.58,1.29,1,1,original
7.0,12.0,3.0,4.8,5.32,6.61,1.29,1,1,original
5.0,12.0,3.3,3.8,5.21,6.5,1.29,1,1,original
5.0,12.0,3.3,3.5,5.29,6.58,1.29,1,1,original
4.5,12.5,3.0,2.2,7.54,8.83,1.29,1,1,original
5.0,12.0,3.3,3.2,5.33,6.62,1.29,1,1,original
5.5,12.5,3.3,3.8,5.1,6.39,1.29,1,1,original
6.0,12.75,3.3,2.7,5.32,6.61,1.29,1,1,original
6.5,12.5,3.3,2.7,5.38,6.67,1.29,1,1,original
8.0,11.75,3.3,2.9,6.21,7.5,1.29,1,1,original
7.0,12.5,3.3,3.9,5.38,6.67,1.29,1,1,original
6.0,12.5,3.3,2.5,5.39,6.67,1.2800000000000002,1,1,original
6.5,12.0,3.3,4.5,5.46,6.74,1.2800000000000002,1,1,original
5.0,12.0,3.0,3.4,5.3,6.58,1.2800000000000002,1,1,original
5.0,12.0,3.0,3.1,5.39,6.66,1.2700000000000005,1,1,original
6.0,12.5,3.3,3.0,5.31,6.58,1.2700000000000005,1,1,original
4.0,12.0,3.0,3.5,5.14,6.41,1.2700000000000005,1,1,original
5.0,12.5,3.3,3.9,5.16,6.43,1.2699999999999996,1,1,original
5.5,12.0,3.3,4.6,5.11,6.38,1.2699999999999996,1,1,original
5.0,12.0,3.0,3.3,5.29,6.56,1.2699999999999996,1,1,original
5.0,12.0,3.0,3.7,5.28,6.55,1.2699999999999996,1,1,original
6.5,12.5,3.0,3.8,5.12,6.38,1.2599999999999998,1,1,original
5.0,12.0,3.0,4.0,5.17,6.43,1.2599999999999998,1,1,original
6.0,12.5,3.0,2.6,7.24,8.5,1.2599999999999998,1,1,original
5.0,12.0,3.3,4.0,5.2,6.46,1.2599999999999998,1,1,original
7.0,12.25,3.3,2.1,5.67,6.93,1.2599999999999998,1,1,original
5.0,12.5,3.3,2.3,5.58,6.84,1.2599999999999998,1,1,original
8.5,10.5,3.3,2.4,6.14,7.39,1.25,1,1,original
7.0,11.5,3.3,3.0,5.96,7.21,1.25,1,1,original
5.0,12.0,3.3,2.6,5.6,6.85,1.25,1,1,original
6.5,12.0,3.3,2.1,5.83,7.08,1.25,1,1,original
7.0,12.0,3.0,4.7,5.36,6.61,1.25,1,1,original
6.0,12.5,3.0,2.2,5.47,6.72,1.25,1,1,original
7.0,10.5,3.3,2.3,7.07,8.31,1.2400000000000002,1,1,original
5.0,10.75,3.3,2.2,6.39,7.63,1.2400000000000002,1,1,original
7.0,10.75,3.3,2.7,6.74,7.98,1.2400000000000002,1,1,original
5.0,12.0,3.3,3.9,5.2,6.44,1.2400000000000002,1,1,original
4.0,12.0,3.0,2.9,5.31,6.55,1.2400000000000002,1,1,original
4.0,12.5,3.0,2.3,7.74,8.98,1.2400000000000002,1,1,original
5.5,12.0,3.0,4.7,5.07,6.31,1.2399999999999993,1,1,original
8.0,11.75,3.3,3.0,5.94,7.18,1.2399999999999993,1,1,original
4.0,11.25,3.3,3.0,5.46,6.69,1.2300000000000004,1,1,original
5.5,11.5,3.3,2.7,5.76,6.99,1.2300000000000004,1,1,original
5.5,12.0,3.3,3.4,5.59,6.82,1.2300000000000004,1,1,original
5.5,12.5,3.0,4.3,5.02,6.25,1.2300000000000004,1,1,original
6.0,12.0,3.3,4.9,5.12,6.35,1.2299999999999995,1,1,original
5.0,12.0,3.0,4.2,5.11,6.34,1.2299999999999995,1,1,original
7.5,12.0,3.0,2.8,5.82,7.05,1.2299999999999995,1,1,original
5.0,12.5,3.0,2.7,5.32,6.55,1.2299999999999995,1,1,original
7.5,12.0,3.3,2.2,6.06,7.28,1.2200000000000006,1,1,original
5.0,12.0,3.3,4.4,5.14,6.36,1.2200000000000006,1,1,original
5.5,12.0,3.3,4.7,5.16,6.38,1.2199999999999998,1,1,original
7.5,12.5,3.0,3.1,5.71,6.93,1.2199999999999998,1,1,original
5.5,12.5,3.0,2.7,5.37,6.59,1.2199999999999998,1,1,original
7.0,12.5,3.0,3.1,5.64,6.85,1.21,1,1,original
6.0,12.0,3.0,4.0,5.68,6.89,1.21,1,1,original
7.5,12.5,3.3,2.8,5.5,6.71,1.21,1,1,original
5.5,12.25,3.3,2.1,7.32,8.53,1.209999999999999,1,1,original
5.5,11.75,3.3,2.8,5.6,6.8,1.2000000000000002,1,1,original
6.0,12.0,3.3,2.5,5.54,6.74,1.2000000000000002,1,1,original
6.0,12.0,3.3,2.8,5.59,6.79,1.2000000000000002,1,1,original
6.0,12.5,3.3,2.6,5.33,6.53,1.2000000000000002,1,1,original
4.5,12.0,3.3,3.6,5.21,6.41,1.2000000000000002,1,1,original
5.5,12.0,3.3,3.3,5.84,7.04,1.2000000000000002,1,1,original
4.5,12.5,3.0,3.0,5.26,6.46,1.2000000000000002,1,1,original
4.5,11.0,3.3,2.8,5.72,6.91,1.1900000000000004,1,1,original
5.5,12.0,3.3,2.7,5.52,6.71,1.1900000000000004,1,1,original
6.0,12.5,3.0,2.5,5.43,6.62,1.1900000000000004,1,1,original
5.5,12.25,3.3,2.7,5.45,6.64,1.1899999999999995,1,1,original
7.5,12.75,3.3,2.2,5.44,6.63,1.1899999999999995,1,1,original
7.5,12.5,3.0,2.6,5.6,6.78,1.1800000000000006,1,1,original
4.5,12.0,3.0,3.2,5.31,6.49,1.1800000000000006,1,1,original
6.0,12.0,3.3,2.2,5.52,6.7,1.1800000000000006,1,1,original
7.0,10.75,3.3,2.0,6.77,7.95,1.1800000000000006,1,1,original
5.0,11.25,3.3,2.8,5.61,6.79,1.1799999999999997,1,1,original
8.0,11.5,3.3,2.4,5.96,7.14,1.1799999999999997,1,1,original
6.0,12.5,3.3,2.2,5.48,6.66,1.1799999999999997,1,1,original
6.5,12.5,3.3,2.1,5.45,6.63,1.1799999999999997,1,1,original
6.5,12.75,3.3,2.6,5.28,6.46,1.1799999999999997,1,1,original
5.0,12.0,3.3,4.3,5.11,6.29,1.1799999999999997,1,1,original
4.5,12.0,3.3,3.4,5.24,6.42,1.1799999999999997,1,1,original
5.0,12.0,3.0,3.0,5.42,6.6,1.1799999999999997,1,1,original
7.5,12.0,3.0,2.3,5.94,7.12,1.1799999999999997,1,1,original
7.5,12.5,3.0,2.9,5.73,6.91,1.1799999999999997,1,1,original
5.5,12.5,3.0,4.6,5.02,6.19,1.1700000000000008,1,1,original
5.0,12.0,3.3,3.7,5.26,6.43,1.17,1,1,original
4.5,12.0,3.0,3.9,5.14,6.31,1.17,1,1,original
4.5,12.0,3.0,3.3,5.25,6.42,1.17,1,1,original
5.5,12.5,3.3,2.7,5.37,6.54,1.17,1,1,original
4.0,11.0,3.3,2.9,5.53,6.7,1.17,1,1,original
5.5,11.75,3.3,3.0,5.45,6.62,1.17,1,1,original
7.5,12.0,3.3,2.0,5.71,6.88,1.17,1,1,original
4.0,10.5,3.3,2.9,5.7,6.86,1.1600000000000001,1,1,original
4.0,11.25,3.3,2.9,5.47,6.63,1.1600000000000001,1,1,original
4.5,11.5,3.3,2.9,5.47,6.63,1.1600000000000001,1,1,original
7.5,12.5,3.3,2.5,5.53,6.69,1.1600000000000001,1,1,original
7.0,12.5,3.3,3.7,5.57,6.73,1.1600000000000001,1,1,original
4.0,12.0,3.0,3.6,5.14,6.3,1.1600000000000001,1,1,original
4.5,12.0,3.0,3.4,5.25,6.41,1.1600000000000001,1,1,original
4.5,12.0,3.0,3.5,5.21,6.37,1.1600000000000001,1,1,original
8.0,12.0,3.0,2.5,6.01,7.17,1.1600000000000001,1,1,original
6.0,12.5,3.0,2.3,5.54,6.7,1.1600000000000001,1,1,original
4.5,12.0,3.3,3.3,5.25,6.4,1.1500000000000004,1,1,original
5.5,12.5,3.3,3.1,5.25,6.4,1.1500000000000004,1,1,original
5.5,11.5,3.3,3.0,5.59,6.74,1.1500000000000004,1,1,original
4.5,11.0,3.3,3.0,5.59,6.74,1.1500000000000004,1,1,original
8.0,11.5,3.3,2.6,5.95,7.1,1.1499999999999995,1,1,original
8.0,12.0,3.3,2.5,5.94,7.09,1.1499999999999995,1,1,original
4.5,12.5,3.3,2.6,5.16,6.31,1.1499999999999995,1,1,original
6.0,12.5,3.3,4.0,5.19,6.34,1.1499999999999995,1,1,original
8.5,10.5,3.3,2.6,6.34,7.48,1.1400000000000006,1,1,original
5.5,12.0,3.3,2.8,5.47,6.61,1.1400000000000006,1,1,original
5.0,12.5,3.0,4.0,5.1,6.24,1.1400000000000006,1,1,original
4.5,11.5,3.3,3.0,5.44,6.58,1.1399999999999997,1,1,original
7.5,12.75,3.3,3.0,5.54,6.68,1.1399999999999997,1,1,original
6.0,12.5,3.3,4.2,5.07,6.21,1.1399999999999997,1,1,original
5.0,12.0,3.3,4.2,5.12,6.26,1.1399999999999997,1,1,original
5.0,12.5,3.0,3.8,5.07,6.21,1.1399999999999997,1,1,original
4.5,12.0,3.0,3.7,5.16,6.3,1.1399999999999997,1,1,original
4.0,12.0,3.0,3.4,5.2,6.33,1.13,1,1,original
4.5,12.0,3.0,3.6,5.17,6.3,1.13,1,1,original
8.0,11.5,3.3,2.2,5.88,7.01,1.13,1,1,original
4.5,12.5,3.0,3.4,5.11,6.24,1.13,1,1,original
4.0,12.0,3.3,3.5,5.23,6.36,1.13,1,1,original
5.5,12.0,3.0,4.9,5.07,6.19,1.12,1,1,original
7.5,12.0,3.0,2.6,6.05,7.17,1.12,1,1,original
4.5,12.0,3.0,3.0,5.3,6.42,1.12,1,1,original
4.5,12.0,3.0,2.9,5.36,6.48,1.12,1,1,original
4.5,12.0,3.0,3.1,5.31,6.43,1.12,1,1,original
4.0,12.0,3.0,3.3,5.17,6.29,1.12,1,1,original
4.0,12.0,3.3,3.8,5.08,6.2,1.12,1,1,original
5.0,12.0,3.3,4.5,5.11,6.23,1.12,1,1,original
7.0,12.75,3.3,2.4,5.36,6.48,1.12,1,1,original
